text,label,category
Your Bank A/C has been locked by RBI directives. Pay verification fee of Rs 50 at http://rbi-verify-portal.top to unlock.,1,bank_kyc
"Paytm: Pending refund of ₹25,000 failed. Complete OTP verification at http://paytm-refund.info to credit money.",1,refund
Let me know once you reach home safely.,0,chat
"Work From Home Opportunity: Simple copy-paste jobs, typing projects. Daily income ₹1500 - ₹5000 directly to UPI. WhatsApp 'JOB' to 9112233445.",1,fake_job
"Amazon Pay: Pending refund of ₹12,500 failed. Complete OTP verification at http://amazonpay-refund.xyz to credit money.",1,refund
Urgent notice from Cyber Cell: Legal case registered under your ID. Call investigation officer 9610561616 within 2 hours to avoid arrest.,1,police_threat
Swiggy: Your order from Chai Point is on the way! Delivery partner Ramesh is arriving in 12 minutes.,0,delivery
Your order #637068 from Zomato has been dispatched. Track in your app or thank your delivery agent.,0,ecommerce
"Work from home daily! Earn ₹8,500 by rating movies and products online. No fee. Contact manager on WhatsApp 9461378378.",1,fake_job
"Dear consumer, power supply will be cut off tonight at midnight for non-payment of electricity bill. Call electricity desk 9943326934 immediately.",1,utility
"HDFC Bank Alert: Salary of INR 85,000.00 credited to Account ending 1204 on 01-Sep. Net available balance: INR 94,210.00.",0,bank_normal
"Congratulations! Your mobile number won ₹50,00,000 in nationwide lucky draw! Call manager at 9189813693 to claim your prize.",1,lottery
"Dear consumer, power supply will be cut off tonight at 10:00 PM for non-payment of electricity bill. Call electricity desk 9614950974 immediately.",1,utility
Urgent notice from CBI Investigation: Legal case registered under your ID. Call investigation officer 9909490207 within 2 hours to avoid arrest.,1,police_threat
"IRCTC: PNR 194411179 confirmed. Coach S5, Berth 32. Please carry a valid original photo ID during travel.",0,travel
"Your HDFC Account XX6820 is debited by INR 2,499.00 at Swiggy. Avl Bal: INR 49,377.00. Report unauthorized: 1800112211.",0,bank_normal
Your order #258477 from Ola has been dispatched. Track in your app or thank your delivery agent.,0,ecommerce
Flight 6E-204 to Mumbai is on schedule. Boarding begins at Gate 14 at 16:45.,0,travel
Did you check out that new coffee shop down the street?,0,chat
Did you check out that new coffee shop down the street?,0,chat
800800 is your secret one time password (OTP) for logging into Uber. Valid for 5 minutes. Do not share with anyone.,0,otp_normal
BlueDart: Package delivery paused due to incomplete home address. Pay Rs 49 redelivery fee at http://bluedart-reschedule.xyz,1,delivery
"IRCTC: PNR 965280953 confirmed. Coach B3, Berth 54. Please carry a valid original photo ID during travel.",0,travel
265640 is your secret one time password (OTP) for logging into Swiggy. Valid for 5 minutes. Do not share with anyone.,0,otp_normal
Your Amazon order #402-9182301 has been dispatched with delivery partner ATS. Track your package on your Amazon mobile app.,0,ecommerce
Your order #288088 from Amazon has been dispatched. Track in your app or thank your delivery agent.,0,ecommerce
FedEx: Package delivery paused due to incomplete home address. Pay Rs 49 redelivery fee at http://fedex-reschedule.me,1,delivery
Alert from HDFC: Your account 3573 is restricted. Update your KYC within 24 hours at http://hdfc-account-reactivate.pw.,1,bank_kyc
"IRCTC: PNR 346261252 confirmed. Coach A1, Berth 46. Please carry a valid original photo ID during travel.",0,travel
"IRCTC: PNR 335474999 confirmed. Coach B1, Berth 12. Please carry a valid original photo ID during travel.",0,travel
"IRCTC: PNR 115547488 confirmed. Coach S4, Berth 52. Please carry a valid original photo ID during travel.",0,travel
Your order #529199 from Myntra has been dispatched. Track in your app or thank your delivery agent.,0,ecommerce
"Work from home daily! Earn ₹8,500 by rating movies and products online. No fee. Contact manager on WhatsApp 9356480379.",1,fake_job
"IRCTC: PNR 848267630 confirmed. Coach B2, Berth 22. Please carry a valid original photo ID during travel.",0,travel
Can you share the lecture notes from today's session?,0,chat
"Work from home daily! Earn ₹2,500 by rating movies and products online. No fee. Contact manager on WhatsApp 9833437000.",1,fake_job
Alert from Canara Bank: Your account 4112 is restricted. Update your KYC before 9 PM tonight at http://canarabank-account-reactivate.info.,1,bank_kyc
"IRCTC: PNR 830757510 confirmed. Coach B1, Berth 3. Please carry a valid original photo ID during travel.",0,travel
"Your ICICI Account XX2466 is debited by INR 1,250.00 at Amazon. Avl Bal: INR 70,911.00. Report unauthorized: 1800112211.",0,bank_normal
"IRCTC: PNR 695824397 confirmed. Coach B3, Berth 53. Please carry a valid original photo ID during travel.",0,travel
Can you share the lecture notes from today's session?,0,chat
Did you check out that new coffee shop down the street?,0,chat
"849201 is your secret OTP to login to Netflix. Do not share this OTP with anyone, including customer support.",0,otp_normal
442176 is your secret one time password (OTP) for logging into WhatsApp. Valid for 5 minutes. Do not share with anyone.,0,otp_normal
725872 is your secret one time password (OTP) for logging into Amazon. Valid for 5 minutes. Do not share with anyone.,0,otp_normal
"Paytm: Pending refund of ₹25,000 failed. Complete OTP verification at http://paytm-refund.site to credit money.",1,refund
Your order #605633 from Flipkart has been dispatched. Track in your app or thank your delivery agent.,0,ecommerce
Your order #555229 from Zomato has been dispatched. Track in your app or thank your delivery agent.,0,ecommerce
544842 is your secret one time password (OTP) for logging into Uber. Valid for 5 minutes. Do not share with anyone.,0,otp_normal
Alert from Kotak: Your account 3219 is restricted. Update your KYC or card will be deactivated at http://kotak-secure-verify.top.,1,bank_kyc
Alert from ICICI: Your account 4155 is restricted. Update your KYC or card will be deactivated at http://icici-reward-claim.online.,1,bank_kyc
"IRCTC: PNR 392270693 confirmed. Coach S4, Berth 64. Please carry a valid original photo ID during travel.",0,travel
Your order #396956 from Myntra has been dispatched. Track in your app or thank your delivery agent.,0,ecommerce
Urgent notice from Police Crime Branch: Legal case registered under your ID. Call investigation officer 9757044884 within 2 hours to avoid arrest.,1,police_threat
"Your Canara Bank Account XX2734 is debited by INR 150.00 at Flipkart. Avl Bal: INR 39,674.00. Report unauthorized: 1800112211.",0,bank_normal
Alert from PNB: Your account 2124 is restricted. Update your KYC before 9 PM tonight at http://pnb-account-reactivate.site.,1,bank_kyc
Happy anniversary to you both! Have an amazing celebration.,0,chat
See you in 15 minutes at the office cafeteria.,0,chat
"IRCTC: PNR 913747611 confirmed. Coach B3, Berth 13. Please carry a valid original photo ID during travel.",0,travel
"Your Bank of Baroda Account XX7194 is debited by INR 890.00 at Swiggy. Avl Bal: INR 22,883.00. Report unauthorized: 1800112211.",0,bank_normal
"IRCTC: PNR 126592372 confirmed. Coach B3, Berth 42. Please carry a valid original photo ID during travel.",0,travel
"Google Pay: Pending refund of ₹25,000 failed. Complete OTP verification at http://googlepay-refund.top to credit money.",1,refund
"Your Bank of Baroda Account XX8062 is debited by INR 1,250.00 at Myntra. Avl Bal: INR 57,186.00. Report unauthorized: 1800112211.",0,bank_normal
Your order #624532 from Flipkart has been dispatched. Track in your app or thank your delivery agent.,0,ecommerce
"Work from home daily! Earn ₹6,000 by rating movies and products online. No fee. Contact manager on WhatsApp 9710085301.",1,fake_job
"Your ICICI Account XX3017 is debited by INR 45.00 at Ola. Avl Bal: INR 9,792.00. Report unauthorized: 1800112211.",0,bank_normal
"IRCTC: PNR 946563989 confirmed. Coach B2, Berth 63. Please carry a valid original photo ID during travel.",0,travel
305603 is your secret one time password (OTP) for logging into Swiggy. Valid for 5 minutes. Do not share with anyone.,0,otp_normal
PhonePe Support: Refund failed for order #7819. Share the 6 digit OTP received on your phone to credit money directly to your wallet.,1,refund
Your order #579806 from Uber has been dispatched. Track in your app or thank your delivery agent.,0,ecommerce
"Congratulations! Your mobile number won ₹50,00,000 in nationwide lucky draw! Call manager at 9349939584 to claim your prize.",1,lottery
"Congratulations! Your mobile number won ₹25,00,000 in nationwide lucky draw! Call manager at 9222715546 to claim your prize.",1,lottery
"IRCTC: PNR 169394226 confirmed. Coach S5, Berth 56. Please carry a valid original photo ID during travel.",0,travel
Uber: Your driver Harish is arriving in a White Swift Dzire (KA01AB1234). PIN is 4821.,0,ride
Your order #884875 from Flipkart has been dispatched. Track in your app or thank your delivery agent.,0,ecommerce
"Congratulations! Your mobile number won ₹50,00,000 in nationwide lucky draw! Call manager at 9192168436 to claim your prize.",1,lottery
"Running about 10 minutes late due to traffic, see you soon!",0,chat
Can you share the lecture notes from today's session?,0,chat
"IRCTC: PNR 481398122 confirmed. Coach B2, Berth 57. Please carry a valid original photo ID during travel.",0,travel
"Dear consumer, power supply will be cut off tonight at 10:00 PM for non-payment of electricity bill. Call electricity desk 9749854402 immediately.",1,utility
"Your PNB Account XX9911 is debited by INR 1,250.00 at Swiggy. Avl Bal: INR 31,707.00. Report unauthorized: 1800112211.",0,bank_normal
"Dear consumer, power supply will be cut off tonight at 9:30 PM for non-payment of electricity bill. Call electricity desk 9965343815 immediately.",1,utility
"Your ICICI Account XX9014 is debited by INR 420.00 at Flipkart. Avl Bal: INR 55,755.00. Report unauthorized: 1800112211.",0,bank_normal
"Congratulations! Your mobile number won ₹50,00,000 in nationwide lucky draw! Call manager at 9483129685 to claim your prize.",1,lottery
"Dear consumer, power supply will be cut off tonight at 9:30 PM for non-payment of electricity bill. Call electricity desk 9237587448 immediately.",1,utility
509291 is your secret one time password (OTP) for logging into WhatsApp. Valid for 5 minutes. Do not share with anyone.,0,otp_normal
"Your Kotak Account XX2192 is debited by INR 420.00 at Myntra. Avl Bal: INR 5,390.00. Report unauthorized: 1800112211.",0,bank_normal
Alert from Canara Bank: Your account 7303 is restricted. Update your KYC to avoid permanent blocking at http://canarabank-reward-claim.info.,1,bank_kyc
Alert from HDFC: Your account 8099 is restricted. Update your KYC to avoid permanent blocking at http://hdfc-secure-verify.info.,1,bank_kyc
Let me know once you reach home safely.,0,chat
Urgent notice from Cyber Cell: Legal case registered under your ID. Call investigation officer 9314658282 within 2 hours to avoid arrest.,1,police_threat
"IRCTC: PNR 163850111 confirmed. Coach S4, Berth 38. Please carry a valid original photo ID during travel.",0,travel
Your order #687073 from Blinkit has been dispatched. Track in your app or thank your delivery agent.,0,ecommerce
Congratulations! Your mobile number won Tata Harrier SUV in nationwide lucky draw! Call manager at 9206222252 to claim your prize.,1,lottery
"Congratulations! Your mobile number won ₹50,00,000 in nationwide lucky draw! Call manager at 9810766841 to claim your prize.",1,lottery
Urgent notice from Police Crime Branch: Legal case registered under your ID. Call investigation officer 9946347127 within 2 hours to avoid arrest.,1,police_threat
Your order #181494 from Flipkart has been dispatched. Track in your app or thank your delivery agent.,0,ecommerce
"Your SBI Account XX8037 is debited by INR 420.00 at Myntra. Avl Bal: INR 18,386.00. Report unauthorized: 1800112211.",0,bank_normal
"IRCTC: PNR 743855344 confirmed. Coach B2, Berth 31. Please carry a valid original photo ID during travel.",0,travel
DHL: Package delivery paused due to incomplete home address. Pay Rs 19 redelivery fee at http://dhl-reschedule.me,1,delivery
124815 is your secret one time password (OTP) for logging into Myntra. Valid for 5 minutes. Do not share with anyone.,0,otp_normal
156635 is your secret one time password (OTP) for logging into Swiggy. Valid for 5 minutes. Do not share with anyone.,0,otp_normal
Your order #232385 from Uber has been dispatched. Track in your app or thank your delivery agent.,0,ecommerce
"Dear consumer, power supply will be cut off tonight at midnight for non-payment of electricity bill. Call electricity desk 9920071328 immediately.",1,utility
"Amazon Pay: Pending refund of Rs 2,50,000 failed. Complete OTP verification at http://amazonpay-refund.me to credit money.",1,refund
Google Pay: Pending refund of ₹25 Lakhs failed. Complete OTP verification at http://googlepay-refund.pw to credit money.,1,refund
Happy anniversary to you both! Have an amazing celebration.,0,chat
Your order #443130 from Ola has been dispatched. Track in your app or thank your delivery agent.,0,ecommerce
"Your Kotak Account XX8067 is debited by INR 1,250.00 at Uber. Avl Bal: INR 63,446.00. Report unauthorized: 1800112211.",0,bank_normal
Did you check out that new coffee shop down the street?,0,chat
Have you booked the movie tickets for tonight?,0,chat
"IRCTC: PNR 105821934 confirmed. Coach B2, Berth 53. Please carry a valid original photo ID during travel.",0,travel
Your order #115216 from Swiggy has been dispatched. Track in your app or thank your delivery agent.,0,ecommerce
158123 is your secret one time password (OTP) for logging into Zomato. Valid for 5 minutes. Do not share with anyone.,0,otp_normal
BlueDart: Package delivery paused due to incomplete home address. Pay Rs 19 redelivery fee at http://bluedart-reschedule.click,1,delivery
Urgent notice from Cyber Cell: Legal case registered under your ID. Call investigation officer 9203316389 within 2 hours to avoid arrest.,1,police_threat
Urgent notice from Telecom Authority: Legal case registered under your ID. Call investigation officer 9570165167 within 2 hours to avoid arrest.,1,police_threat
Let me know once you reach home safely.,0,chat
"Work from home daily! Earn ₹6,000 by rating movies and products online. No fee. Contact manager on WhatsApp 9686784136.",1,fake_job
"Your SBI Account XX8607 is debited by INR 1,250.00 at Uber. Avl Bal: INR 17,563.00. Report unauthorized: 1800112211.",0,bank_normal
Your order #596440 from Myntra has been dispatched. Track in your app or thank your delivery agent.,0,ecommerce
"Paytm: Pending refund of ₹12,500 failed. Complete OTP verification at http://paytm-refund.me to credit money.",1,refund
Your order #319356 from Zomato has been dispatched. Track in your app or thank your delivery agent.,0,ecommerce
"Dear consumer, power supply will be cut off tonight at midnight for non-payment of electricity bill. Call electricity desk 9734324250 immediately.",1,utility
"Instant Pre-Approved Personal Loan of ₹5,00,000 at 1% interest rate without CIBIL score! Download loan app immediately: http://quick-cash-loan.apk",1,loan
"Your ICICI Account XX5490 is debited by INR 420.00 at Amazon. Avl Bal: INR 6,597.00. Report unauthorized: 1800112211.",0,bank_normal
Did you check out that new coffee shop down the street?,0,chat
Alert from SBI: Your account 5757 is restricted. Update your KYC today immediately at http://sbi-pan-link.pw.,1,bank_kyc
"Your Bank of Baroda Account XX7100 is debited by INR 420.00 at Myntra. Avl Bal: INR 44,454.00. Report unauthorized: 1800112211.",0,bank_normal
317986 is your secret one time password (OTP) for logging into WhatsApp. Valid for 5 minutes. Do not share with anyone.,0,otp_normal
754539 is your secret one time password (OTP) for logging into Zomato. Valid for 5 minutes. Do not share with anyone.,0,otp_normal
"Dear SBI user, your net banking will be deactivated today. Click http://sbi-kyc-update.xyz to update Aadhaar/PAN immediately.",1,bank_kyc
"IRCTC: PNR 649170971 confirmed. Coach B2, Berth 61. Please carry a valid original photo ID during travel.",0,travel
"Dear consumer, power supply will be cut off tonight at midnight for non-payment of electricity bill. Call electricity desk 9893943861 immediately.",1,utility
"Your ICICI Account XX3218 is debited by INR 890.00 at Uber. Avl Bal: INR 55,304.00. Report unauthorized: 1800112211.",0,bank_normal
"IRCTC: PNR 938233818 confirmed. Coach S4, Berth 63. Please carry a valid original photo ID during travel.",0,travel
"IRCTC: PNR 722480472 confirmed. Coach B1, Berth 70. Please carry a valid original photo ID during travel.",0,travel
Happy anniversary to you both! Have an amazing celebration.,0,chat
236645 is your secret one time password (OTP) for logging into Amazon. Valid for 5 minutes. Do not share with anyone.,0,otp_normal
797976 is your secret one time password (OTP) for logging into Uber. Valid for 5 minutes. Do not share with anyone.,0,otp_normal
Happy anniversary to you both! Have an amazing celebration.,0,chat
"IRCTC: PNR 812919941 confirmed. Coach S5, Berth 26. Please carry a valid original photo ID during travel.",0,travel
Did you check out that new coffee shop down the street?,0,chat
Urgent notice from CBI Investigation: Legal case registered under your ID. Call investigation officer 9625604189 within 2 hours to avoid arrest.,1,police_threat
Your order #355416 from Uber has been dispatched. Track in your app or thank your delivery agent.,0,ecommerce
"IRCTC: PNR 913978102 confirmed. Coach B1, Berth 39. Please carry a valid original photo ID during travel.",0,travel
"Dear consumer, power supply will be cut off tonight at 8:00 PM for non-payment of electricity bill. Call electricity desk 9171450611 immediately.",1,utility
297478 is your secret one time password (OTP) for logging into Amazon. Valid for 5 minutes. Do not share with anyone.,0,otp_normal
"IRCTC: PNR 509210918 confirmed. Coach S4, Berth 50. Please carry a valid original photo ID during travel.",0,travel
482811 is your secret one time password (OTP) for logging into IRCTC. Valid for 5 minutes. Do not share with anyone.,0,otp_normal
Your WhatsApp verification code is 492-184. You can also tap this link to verify your phone: v.whatsapp.com/492184,0,otp_normal
Your order #519007 from Swiggy has been dispatched. Track in your app or thank your delivery agent.,0,ecommerce
"Your Axis Bank Account XX4060 is debited by INR 1,250.00 at Amazon. Avl Bal: INR 25,719.00. Report unauthorized: 1800112211.",0,bank_normal
"Dear consumer, power supply will be cut off tonight at 10:00 PM for non-payment of electricity bill. Call electricity desk 9462335495 immediately.",1,utility
Congratulations! Your mobile number won Tata Harrier SUV in nationwide lucky draw! Call manager at 9602798993 to claim your prize.,1,lottery
Happy anniversary to you both! Have an amazing celebration.,0,chat
"Dear consumer, power supply will be cut off tonight at 8:00 PM for non-payment of electricity bill. Call electricity desk 9305984443 immediately.",1,utility
"IRCTC: PNR 386875328 confirmed. Coach B2, Berth 63. Please carry a valid original photo ID during travel.",0,travel
Your order #767567 from Blinkit has been dispatched. Track in your app or thank your delivery agent.,0,ecommerce
675300 is your secret one time password (OTP) for logging into Myntra. Valid for 5 minutes. Do not share with anyone.,0,otp_normal
"Your HDFC Account XX5722 is debited by INR 2,499.00 at Uber. Avl Bal: INR 41,776.00. Report unauthorized: 1800112211.",0,bank_normal
Your order #409963 from Blinkit has been dispatched. Track in your app or thank your delivery agent.,0,ecommerce
Bank Alert: Unauthorized attempt to change mobile number on your Kotak account. Stop this change immediately: http://kotak-security-halt.cc,1,bank_kyc
Alert from ICICI: Your account 6075 is restricted. Update your KYC today immediately at http://icici-account-reactivate.click.,1,bank_kyc
259892 is your secret one time password (OTP) for logging into Myntra. Valid for 5 minutes. Do not share with anyone.,0,otp_normal
Urgent notice from CBI Investigation: Legal case registered under your ID. Call investigation officer 9493845661 within 2 hours to avoid arrest.,1,police_threat
Happy anniversary to you both! Have an amazing celebration.,0,chat
Alert from Bank of Baroda: Your account 1301 is restricted. Update your KYC or card will be deactivated at http://bankofbaroda-reward-claim.top.,1,bank_kyc
173591 is your secret one time password (OTP) for logging into Uber. Valid for 5 minutes. Do not share with anyone.,0,otp_normal
Your order #860330 from Blinkit has been dispatched. Track in your app or thank your delivery agent.,0,ecommerce
"IRCTC: PNR 345017520 confirmed. Coach B3, Berth 41. Please carry a valid original photo ID during travel.",0,travel
See you in 15 minutes at the office cafeteria.,0,chat
"Amazon Pay: Pending refund of ₹12,500 failed. Complete OTP verification at http://amazonpay-refund.xyz to credit money.",1,refund
Did you check out that new coffee shop down the street?,0,chat
"Thanks for the help yesterday, really appreciate it!",0,chat
Alert from Kotak: Your account 9733 is restricted. Update your KYC today immediately at http://kotak-account-reactivate.click.,1,bank_kyc
Happy anniversary to you both! Have an amazing celebration.,0,chat
359820 is your secret one time password (OTP) for logging into Swiggy. Valid for 5 minutes. Do not share with anyone.,0,otp_normal
"Your Kotak Account XX8265 is debited by INR 420.00 at Flipkart. Avl Bal: INR 10,596.00. Report unauthorized: 1800112211.",0,bank_normal
Did you check out that new coffee shop down the street?,0,chat
Alert from HDFC: Your account 4644 is restricted. Update your KYC today immediately at http://hdfc-account-reactivate.cc.,1,bank_kyc
"Your ICICI Account XX2874 is debited by INR 1,250.00 at Blinkit. Avl Bal: INR 62,616.00. Report unauthorized: 1800112211.",0,bank_normal
Your order #863210 from Zepto has been dispatched. Track in your app or thank your delivery agent.,0,ecommerce
Your order #397668 from Amazon has been dispatched. Track in your app or thank your delivery agent.,0,ecommerce
Happy anniversary to you both! Have an amazing celebration.,0,chat
"PhonePe: Pending refund of ₹12,500 failed. Complete OTP verification at http://phonepe-refund.xyz to credit money.",1,refund
Your order #590399 from Zomato has been dispatched. Track in your app or thank your delivery agent.,0,ecommerce
"Your ICICI Account XX5088 is debited by INR 2,499.00 at Ola. Avl Bal: INR 51,716.00. Report unauthorized: 1800112211.",0,bank_normal
Urgent notice from CBI Investigation: Legal case registered under your ID. Call investigation officer 9995545833 within 2 hours to avoid arrest.,1,police_threat
Your order #532601 from Flipkart has been dispatched. Track in your app or thank your delivery agent.,0,ecommerce
Your order #623116 from Ola has been dispatched. Track in your app or thank your delivery agent.,0,ecommerce
"Your PNB Account XX1725 is debited by INR 45.00 at Swiggy. Avl Bal: INR 45,469.00. Report unauthorized: 1800112211.",0,bank_normal
"IRCTC: PNR 666420977 confirmed. Coach B1, Berth 9. Please carry a valid original photo ID during travel.",0,travel
Can you share the lecture notes from today's session?,0,chat
"Hey, let's catch up this weekend. Are you free on Saturday?",0,chat
"IRCTC: PNR 442594305 confirmed. Coach B2, Berth 31. Please carry a valid original photo ID during travel.",0,travel
"IRCTC: PNR 405716792 confirmed. Coach B1, Berth 39. Please carry a valid original photo ID during travel.",0,travel
"Your Canara Bank Account XX3808 is debited by INR 2,499.00 at Amazon. Avl Bal: INR 13,584.00. Report unauthorized: 1800112211.",0,bank_normal
Your order #394743 from Swiggy has been dispatched. Track in your app or thank your delivery agent.,0,ecommerce
854981 is your secret one time password (OTP) for logging into Amazon. Valid for 5 minutes. Do not share with anyone.,0,otp_normal
"Paytm: Pending refund of ₹4,999 failed. Complete OTP verification at http://paytm-refund.online to credit money.",1,refund
"IRCTC: PNR 319688453 confirmed. Coach A1, Berth 38. Please carry a valid original photo ID during travel.",0,travel
"IRCTC: PNR 745586172 confirmed. Coach S5, Berth 12. Please carry a valid original photo ID during travel.",0,travel
"IRCTC: PNR 765399166 confirmed. Coach S5, Berth 2. Please carry a valid original photo ID during travel.",0,travel
"Thanks for the help yesterday, really appreciate it!",0,chat
"Axis Bank: Statement for Credit Card ending 9012 for the period Aug 2026 is generated. Total due: INR 4,210. Due date: 20-Sep-26.",0,bank_normal
"Work from home daily! Earn ₹2,500 by rating movies and products online. No fee. Contact manager on WhatsApp 9715418235.",1,fake_job
Happy anniversary to you both! Have an amazing celebration.,0,chat
Can you share the lecture notes from today's session?,0,chat
"Thanks for the help yesterday, really appreciate it!",0,chat
"IRCTC: PNR 992422993 confirmed. Coach B2, Berth 45. Please carry a valid original photo ID during travel.",0,travel
Alert from HDFC: Your account 8938 is restricted. Update your KYC before 9 PM tonight at http://hdfc-pan-link.site.,1,bank_kyc
Your order #569655 from Myntra has been dispatched. Track in your app or thank your delivery agent.,0,ecommerce
Alert from Axis Bank: Your account 8397 is restricted. Update your KYC or card will be deactivated at http://axisbank-netbank-login.top.,1,bank_kyc
Google Pay: Pending refund of ₹25 Lakhs failed. Complete OTP verification at http://googlepay-refund.top to credit money.,1,refund
Your order #168653 from Amazon has been dispatched. Track in your app or thank your delivery agent.,0,ecommerce
"IRCTC: PNR 208381517 confirmed. Coach S4, Berth 26. Please carry a valid original photo ID during travel.",0,travel
Your order #751084 from Flipkart has been dispatched. Track in your app or thank your delivery agent.,0,ecommerce
Did you check out that new coffee shop down the street?,0,chat
Alert from Bank of Baroda: Your account 8064 is restricted. Update your KYC within 24 hours at http://bankofbaroda-reward-claim.info.,1,bank_kyc
"Your Axis Bank Account XX3460 is debited by INR 420.00 at Swiggy. Avl Bal: INR 39,743.00. Report unauthorized: 1800112211.",0,bank_normal
Happy anniversary to you both! Have an amazing celebration.,0,chat
Have you booked the movie tickets for tonight?,0,chat
"Dear consumer, power supply will be cut off tonight at 9:30 PM for non-payment of electricity bill. Call electricity desk 9384481363 immediately.",1,utility
"Your Axis Bank Account XX8271 is debited by INR 2,499.00 at Zepto. Avl Bal: INR 24,935.00. Report unauthorized: 1800112211.",0,bank_normal
"Income Tax Department Notice: Tax evasion inquiry initiated on PAN. Penalty of Rs 50,000 pending. Pay online immediately to avoid prosecution: http://incometax-settle.top",1,police_threat
"IRCTC: PNR 388768584 confirmed. Coach B3, Berth 2. Please carry a valid original photo ID during travel.",0,travel
Paytm: Pending refund of ₹25 Lakhs failed. Complete OTP verification at http://paytm-refund.me to credit money.,1,refund
Did you check out that new coffee shop down the street?,0,chat
"IRCTC: PNR 347831683 confirmed. Coach A1, Berth 27. Please carry a valid original photo ID during travel.",0,travel
Let me know once you reach home safely.,0,chat
959734 is your secret one time password (OTP) for logging into Zomato. Valid for 5 minutes. Do not share with anyone.,0,otp_normal
"IRCTC: PNR 431514260 confirmed. Coach B2, Berth 69. Please carry a valid original photo ID during travel.",0,travel
"IRCTC: PNR 397713732 confirmed. Coach A1, Berth 48. Please carry a valid original photo ID during travel.",0,travel
346509 is your secret one time password (OTP) for logging into Zomato. Valid for 5 minutes. Do not share with anyone.,0,otp_normal
"Congratulations! Your mobile number won ₹50,00,000 in nationwide lucky draw! Call manager at 9624193602 to claim your prize.",1,lottery
Alert from HDFC: Your account 7295 is restricted. Update your KYC today immediately at http://hdfc-secure-verify.online.,1,bank_kyc
"CONGRATULATIONS! Your mobile number won 1st prize of Rs 25,00,000 in KBC WhatsApp Lucky Draw 2026. Contact KBC Manager Rana Pratap on WhatsApp 9811223344.",1,lottery
"IRCTC: PNR 426873029 confirmed. Coach S4, Berth 26. Please carry a valid original photo ID during travel.",0,travel
"IRCTC: PNR 528341255 confirmed. Coach S5, Berth 61. Please carry a valid original photo ID during travel.",0,travel
"Your HDFC Account XX2927 is debited by INR 420.00 at Uber. Avl Bal: INR 54,156.00. Report unauthorized: 1800112211.",0,bank_normal
"Work from home daily! Earn ₹4,000 by rating movies and products online. No fee. Contact manager on WhatsApp 9564233777.",1,fake_job
Your order #205315 from Amazon has been dispatched. Track in your app or thank your delivery agent.,0,ecommerce
"Work from home daily! Earn ₹8,500 by rating movies and products online. No fee. Contact manager on WhatsApp 9964628900.",1,fake_job
"IRCTC: PNR 928195824 confirmed. Coach B3, Berth 40. Please carry a valid original photo ID during travel.",0,travel
"Your Kotak Account XX7363 is debited by INR 1,250.00 at Myntra. Avl Bal: INR 29,074.00. Report unauthorized: 1800112211.",0,bank_normal
"IRCTC: PNR 998952502 confirmed. Coach B3, Berth 21. Please carry a valid original photo ID during travel.",0,travel
FedEx: Package delivery paused due to incomplete home address. Pay Rs 49 redelivery fee at http://fedex-reschedule.click,1,delivery
Let me know once you reach home safely.,0,chat
Did you check out that new coffee shop down the street?,0,chat
"Work from home daily! Earn ₹6,000 by rating movies and products online. No fee. Contact manager on WhatsApp 9837356908.",1,fake_job
193078 is your secret one time password (OTP) for logging into Swiggy. Valid for 5 minutes. Do not share with anyone.,0,otp_normal
"IRCTC: PNR 616559849 confirmed. Coach S4, Berth 61. Please carry a valid original photo ID during travel.",0,travel
654636 is your secret one time password (OTP) for logging into WhatsApp. Valid for 5 minutes. Do not share with anyone.,0,otp_normal
"IRCTC: PNR 713220608 confirmed. Coach B2, Berth 3. Please carry a valid original photo ID during travel.",0,travel
731186 is your secret one time password (OTP) for logging into Swiggy. Valid for 5 minutes. Do not share with anyone.,0,otp_normal
Did you check out that new coffee shop down the street?,0,chat
"IRCTC: PNR 530162461 confirmed. Coach B2, Berth 29. Please carry a valid original photo ID during travel.",0,travel
"Dear consumer, power supply will be cut off tonight at midnight for non-payment of electricity bill. Call electricity desk 9855593187 immediately.",1,utility
"IRCTC: PNR 197627488 confirmed. Coach S4, Berth 5. Please carry a valid original photo ID during travel.",0,travel
Urgent notice from Cyber Cell: Legal case registered under your ID. Call investigation officer 9658093946 within 2 hours to avoid arrest.,1,police_threat
"IRCTC: PNR 674469408 confirmed. Coach S5, Berth 42. Please carry a valid original photo ID during travel.",0,travel
"Your Axis Bank Account XX1132 is debited by INR 150.00 at Blinkit. Avl Bal: INR 41,538.00. Report unauthorized: 1800112211.",0,bank_normal
622829 is your secret one time password (OTP) for logging into Swiggy. Valid for 5 minutes. Do not share with anyone.,0,otp_normal
215819 is your secret one time password (OTP) for logging into Myntra. Valid for 5 minutes. Do not share with anyone.,0,otp_normal
Your order #154225 from Blinkit has been dispatched. Track in your app or thank your delivery agent.,0,ecommerce
"Hey, let's catch up this weekend. Are you free on Saturday?",0,chat
"Thanks for the help yesterday, really appreciate it!",0,chat
335132 is your secret one time password (OTP) for logging into Zomato. Valid for 5 minutes. Do not share with anyone.,0,otp_normal
"IRCTC: PNR 444267176 confirmed. Coach B2, Berth 65. Please carry a valid original photo ID during travel.",0,travel
931645 is your secret one time password (OTP) for logging into Myntra. Valid for 5 minutes. Do not share with anyone.,0,otp_normal
